Location,Sub-location,Pokemon,D,P,Pt,Method,Levels,Morning Rate,Day Rate,Night Rate
Route 221,N/A,sudowoodo,False,True,False,Grass,29-30,15%,15%,15%
Route 221,N/A,sudowoodo,False,False,True,Grass,29-31,25%,25%,25%
Route 221,N/A,girafarig,False,False,True,Grass,"28, 30",25%,25%,25%
Route 221,N/A,wingull,True,True,False,Grass,29,10%,10%,10%
Route 221,N/A,roselia,True,True,False,Grass,29,10%,10%,10%
Route 221,N/A,roselia,False,False,True,Grass,28-30,25%,25%,15%
Route 221,N/A,floatzel,True,True,False,Grass,"28, 30",25%,25%,25%
Route 221,N/A,floatzel,False,False,True,Grass,"28, 29, 31",25%,25%,35%
Route 221,N/A,shellos_west sea,True,True,False,Grass,28,10%,10%,10%
Route 221,N/A,gastrodon_west sea,True,False,False,Grass,29-30,10%,10%,10%
Route 221,N/A,gastrodon_west sea,False,True,False,Grass,28-30,30%,30%,30%
Route 221,N/A,stunky,True,False,False,Grass,28,20%,20%,20%
Route 221,N/A,skuntank,True,False,False,Grass,29-30,15%,15%,15%
Route 221,N/A,tentacool,True,True,True,Surfing,20-30,60%,60%,60%
Route 221,N/A,tentacruel,True,True,False,Surfing,20-40,5%,5%,5%
Route 221,N/A,tentacruel,False,False,True,Surfing,20-40,9%,9%,9%
Route 221,N/A,wingull,True,True,True,Surfing,20-30,30%,30%,30%
Route 221,N/A,pelipper,True,True,False,Surfing,20-40,5%,5%,5%
Route 221,N/A,pelipper,False,False,True,Surfing,20-40,1%,1%,1%
Route 221,N/A,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Route 221,N/A,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Route 221,N/A,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Route 221,N/A,finneon,True,True,False,Fishing Good Rod,10-25,45%,45%,45%
Route 221,N/A,finneon,False,False,True,Fishing Good Rod,15-20,40%,40%,40%
Route 221,N/A,lumineon,False,False,True,Fishing Good Rod,25-35,5%,5%,5%
Route 221,N/A,gyarados,True,True,False,Fishing Super Rod,30-40,40%,40%,40%
Route 221,N/A,gyarados,False,False,True,Fishing Super Rod,30-55,55%,55%,55%
Route 221,N/A,clamperl,True,True,False,Fishing Super Rod,20-30,15%,15%,15%
Route 221,N/A,lumineon,True,True,False,Fishing Super Rod,20-50,45%,45%,45%
Route 221,N/A,lumineon,False,False,True,Fishing Super Rod,30-55,45%,45%,45%
Route 221,N/A,farfetchd,True,True,False,Swarm,28,40%,40%,40%
Route 221,N/A,farfetchd,False,False,True,Swarm,28-29,40%,40%,40%
Route 221,N/A,nidorina,True,False,False,Poké Radar,29,20%,20%,20%
Route 221,N/A,nidorina,False,True,False,Poké Radar,30,2%,2%,2%
Route 221,N/A,nidorina,False,False,True,Poké Radar,31,11%,11%,11%
Route 221,N/A,nidorino,True,False,False,Poké Radar,30,2%,2%,2%
Route 221,N/A,nidorino,False,True,False,Poké Radar,29,20%,20%,20%
Route 221,N/A,nidorino,False,False,True,Poké Radar,31,11%,11%,11%
Route 222,N/A,magnemite,False,False,True,Grass,39,10%,10%,10%
Route 222,N/A,magneton,False,False,True,Grass,41,5%,5%,5%
Route 222,N/A,mr_mime,True,False,False,Grass,41-42,15%,15%,15%
Route 222,N/A,electabuzz,False,False,True,Grass,39-41,30%,30%,20%
Route 222,N/A,wingull,True,True,False,Grass,41,10%,10%,10%
Route 222,N/A,wingull,False,False,True,Grass,38,10%,10%,10%
Route 222,N/A,pelipper,False,False,True,Grass,40,5%,5%,5%
Route 222,N/A,luxio,False,False,True,Grass,38-40,10%,10%,10%
Route 222,N/A,floatzel,True,True,False,Grass,40-42,25%,25%,35%
Route 222,N/A,floatzel,False,False,True,Grass,38-41,20%,20%,40%
Route 222,N/A,gastrodon_east sea,True,True,False,Grass,40-42,10%,10%,20%
Route 222,N/A,gastrodon_east sea,True,False,False,Grass,40,20%,20%,20%
Route 222,N/A,glameow,False,True,False,Grass,40,20%,20%,20%
Route 222,N/A,purugly,False,True,False,Grass,41-42,15%,15%,15%
Route 222,N/A,chatot,True,True,False,Grass,40-41,20%,20%,0%
Route 222,N/A,chatot,False,False,True,Grass,38,10%,10%,0%
Route 222,N/A,tentacool,True,True,False,Surfing,20-30,60%,60%,60%
Route 222,N/A,tentacool,False,False,True,Surfing,30-40,60%,60%,60%
Route 222,N/A,tentacruel,True,True,False,Surfing,20-40,5%,5%,5%
Route 222,N/A,tentacruel,False,False,True,Surfing,30-50,9%,9%,9%
Route 222,N/A,wingull,True,True,False,Surfing,20-30,30%,30%,30%
Route 222,N/A,wingull,False,False,True,Surfing,30-40,30%,30%,30%
Route 222,N/A,pelipper,True,True,False,Surfing,20-40,5%,5%,5%
Route 222,N/A,pelipper,False,False,True,Surfing,30-50,1%,1%,1%
Route 222,N/A,magikarp,True,True,True,Fishing Old Rod,3-10,100%,100%,100%
Route 222,N/A,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Route 222,N/A,remoraid,True,True,True,Fishing Good Rod,10-25,45%,45%,45%
Route 222,N/A,gyarados,True,True,False,Fishing Super Rod,30-40,40%,40%,40%
Route 222,N/A,gyarados,False,False,True,Fishing Super Rod,30-55,55%,55%,55%
Route 222,N/A,octillery,True,True,False,Fishing Super Rod,20-50,45%,45%,45%
Route 222,N/A,octillery,False,False,True,Fishing Super Rod,30-55,45%,45%,45%
Route 222,N/A,sharpedo,True,True,False,Fishing Super Rod,40-55,15%,15%,15%
Route 222,N/A,skitty,True,True,False,Swarm,40,40%,40%,40%
Route 222,N/A,skitty,False,False,True,Swarm,39-40,40%,40%,40%
Route 222,N/A,flaaffy,True,True,False,Poké Radar,41-42,22%,22%,22%
Route 222,N/A,flaaffy,False,False,True,Poké Radar,38-41,22%,22%,22%
Route 223,N/A,tentacruel,True,True,False,Surfing,35-45,60%,60%,60%
Route 223,N/A,tentacruel,False,False,True,Surfing,30-50,60%,60%,60%
Route 223,N/A,pelipper,True,True,False,Surfing,35-45,30%,30%,30%
Route 223,N/A,pelipper,False,False,True,Surfing,30-50,30%,30%,30%
Route 223,N/A,mantyke,True,True,False,Surfing,30-45,10%,10%,10%
Route 223,N/A,mantyke,False,False,True,Surfing,30-40,10%,10%,10%
Route 223,N/A,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Route 223,N/A,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Route 223,N/A,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Route 223,N/A,remoraid,True,True,False,Fishing Good Rod,10-25,45%,45%,45%
Route 223,N/A,remoraid,False,False,True,Fishing Good Rod,15-25,40%,40%,40%
Route 223,N/A,octillery,False,False,True,Fishing Good Rod,25-35,5%,5%,5%
Route 223,N/A,gyarados,True,True,False,Fishing Super Rod,30-40,40%,40%,40%
Route 223,N/A,gyarados,False,False,True,Fishing Super Rod,30-55,40%,40%,40%
Route 223,N/A,octillery,True,True,False,Fishing Super Rod,40-55,15%,15%,15%
Route 223,N/A,octillery,False,False,True,Fishing Super Rod,20-50,15%,15%,15%
Route 223,N/A,wailmer,True,True,True,Fishing Super Rod,30-40,40%,40%,40%
Route 223,N/A,wailord,True,True,False,Fishing Super Rod,35-55,5%,5%,5%
Route 223,N/A,wailord,False,False,True,Fishing Super Rod,40-55,5%,5%,5%
Route 224,N/A,oddish,False,False,True,Grass,49,0%,0%,20%
Route 224,N/A,gloom,True,True,False,Grass,53,5%,5%,5%
Route 224,N/A,gloom,False,False,True,Grass,51,5%,5%,5%
Route 224,N/A,bellsprout,False,False,True,Grass,49,20%,20%,0%
Route 224,N/A,weepinbell,True,True,False,Grass,53,5%,5%,5%
Route 224,N/A,weepinbell,False,False,True,Grass,51,5%,5%,5%
Route 224,N/A,beautifly,True,True,False,Grass,23,5%,5%,5%
Route 224,N/A,beautifly,False,False,True,Grass,52,5%,5%,5%
Route 224,N/A,dustox,False,False,True,Grass,52,5%,5%,5%
Route 224,N/A,pelipper,False,False,True,Grass,51,10%,10%,10%
Route 224,N/A,roselia,True,True,False,Grass,52-54,20%,20%,20%
Route 224,N/A,roselia,False,False,True,Grass,50,20%,20%,20%
Route 224,N/A,buizel,True,True,False,Grass,23,4%,4%,4%
Route 224,N/A,floatzel,True,True,False,Grass,53-54,20%,20%,30%
Route 224,N/A,floatzel,False,False,True,Grass,50,20%,20%,20%
Route 224,N/A,shellos_east sea,True,True,False,Grass,23,1%,1%,1%
Route 224,N/A,gastrodon_east sea,False,False,True,Grass,49,10%,10%,10%
Route 224,N/A,gastrodon_east sea,True,True,False,Grass,52-53,20%,20%,30%
Route 224,N/A,chatot,True,True,False,Grass,"52, 54",20%,20%,0%
Route 224,N/A,tentacruel,True,True,False,Surfing,40-55,35%,35%,35%
Route 224,N/A,tentacruel,False,False,True,Surfing,35-55,30%,30%,30%
Route 224,N/A,pelipper,True,True,False,Surfing,40-55,65%,65%,65%
Route 224,N/A,pelipper,False,False,True,Surfing,35-55,60%,60%,60%
Route 224,N/A,gastrodon_east sea,False,False,True,Surfing,35-55,10%,10%,10%
Route 224,N/A,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Route 224,N/A,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Route 224,N/A,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Route 224,N/A,remoraid,True,True,True,Fishing Good Rod,10-25,45%,45%,45%
Route 224,N/A,gyarados,True,True,False,Fishing Super Rod,30-40,40%,40%,40%
Route 224,N/A,gyarados,False,False,True,Fishing Super Rod,30-55,40%,40%,40%
Route 224,N/A,octillery,True,True,False,Fishing Super Rod,20-50,45%,45%,45%
Route 224,N/A,octillery,False,False,True,Fishing Super Rod,30-55,45%,45%,45%
Route 224,N/A,luvdisc,True,True,True,Fishing Super Rod,20-30,15%,15%,15%
Route 224,N/A,natu,True,True,False,Swarm,53,40%,40%,40%
Route 224,N/A,natu,False,False,True,Swarm,50,40%,40%,40%
Route 224,N/A,shuckle,True,True,False,Dual-slot Emerald,23,8%,8%,8%
Route 224,N/A,shuckle,False,False,True,Dual-slot Emerald,52,8%,8%,8%
Route 224,N/A,duskull,True,True,False,Poké Radar,23,2%,2%,2%
Route 224,N/A,dusclops,True,True,False,Poké Radar,"52, 54",20%,20%,20%
Route 225,N/A,rattata,True,True,False,Grass,20-22,5%,5%,5%
Route 225,N/A,rattata,False,False,True,Grass,47,5%,5%,5%
Route 225,N/A,raticate,True,True,False,Grass,50-52,30%,30%,30%
Route 225,N/A,raticate,False,False,True,Grass,49-50,15%,15%,15%
Route 225,N/A,spearow,True,True,False,Grass,20-22,5%,5%,5%
Route 225,N/A,spearow,False,False,True,Grass,47,5%,5%,5%
Route 225,N/A,fearow,True,True,False,Grass,50-52,40%,40%,20%
Route 225,N/A,fearow,False,False,True,Grass,48-50,30%,30%,10%
Route 225,N/A,machoke,True,True,False,Grass,51,5%,5%,5%
Route 225,N/A,machoke,False,False,True,Grass,48-50,25%,25%,25%
Route 225,N/A,graveler,False,False,True,Grass,49,20%,20%,20%
Route 225,N/A,roselia,True,False,False,Grass,51,5%,5%,5%
Route 225,N/A,roselia,False,True,False,Grass,51,15%,15%,15%
Route 225,N/A,skuntank,True,False,False,Grass,51,10%,10%,10%
Route 225,N/A,banette,True,True,False,Grass,50-52,0%,0%,20%
Route 225,N/A,banette,False,False,True,Grass,48-50,0%,0%,20%
Route 225,N/A,psyduck,False,False,True,Surfing,35-45,10%,10%,10%
Route 225,N/A,golduck,True,True,False,Surfing,40-55,70%,70%,70%
Route 225,N/A,golduck,False,False,True,Surfing,35-55,90%,90%,90%
Route 225,N/A,poliwhirl,True,True,False,Surfing,40-50,30%,30%,30%
Route 225,N/A,magikarp,True,True,True,Fishing Old Rod,3-10,100%,100%,100%
Route 225,N/A,poliwag,True,True,False,Fishing Good Rod,10-25,45%,45%,45%
Route 225,N/A,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Route 225,N/A,barboach,False,False,True,Fishing Good Rod,10-25,45%,45%,45%
Route 225,N/A,poliwhirl,True,True,False,Fishing Super Rod,30-40,45%,45%,45%
Route 225,N/A,gyarados,True,True,True,Fishing Super Rod,30-55,55%,55%,55%
Route 225,N/A,whiscash,False,False,True,Fishing Super Rod,15-55,45%,45%,45%
Route 225,N/A,makuhita,True,True,True,Swarm,48-51,40%,40%,40%
Route 225,N/A,mankey,True,True,False,Poké Radar,22,2%,2%,2%
Route 225,N/A,mankey,False,False,True,Poké Radar,47,2%,2%,2%
Route 225,N/A,primeape,True,True,False,Poké Radar,51-52,20%,20%,20%
Route 225,N/A,primeape,False,False,True,Poké Radar,49-50,20%,20%,20%
Route 226,N/A,rattata,True,True,False,Grass,"20, 22",5%,5%,5%
Route 226,N/A,rattata,False,False,True,Grass,47,5%,5%,5%
Route 226,N/A,raticate,True,True,False,Grass,51-52,30%,30%,30%
Route 226,N/A,raticate,False,False,True,Grass,49-50,15%,15%,15%
Route 226,N/A,spearow,True,True,False,Grass,"20, 22",5%,5%,5%
Route 226,N/A,fearow,True,True,False,Grass,51-53,40%,40%,20%
Route 226,N/A,fearow,False,False,True,Grass,"48, 50",20%,20%,0%
Route 226,N/A,golduck,True,True,False,Grass,"51, 53",10%,10%,10%
Route 226,N/A,machoke,True,True,False,Grass,53,10%,10%,10%
Route 226,N/A,machoke,False,False,True,Grass,"48, 50",25%,25%,25%
Route 226,N/A,graveler,False,False,True,Grass,49,20%,20%,20%
Route 226,N/A,wingull,False,False,True,Grass,"47, 49",15%,15%,15%
Route 226,N/A,banette,True,True,False,Grass,"51, 53",0%,0%,20%
Route 226,N/A,banette,False,False,True,Grass,"48, 50",0%,0%,20%
Route 226,N/A,tentacruel,True,True,False,Surfing,40-55,5%,5%,5%
Route 226,N/A,tentacruel,False,False,True,Surfing,35-55,10%,10%,10%
Route 226,N/A,seel,True,False,False,Surfing,35-45,30%,30%,30%
Route 226,N/A,dewgong,True,False,False,Surfing,40-55,5%,5%,5%
Route 226,N/A,wingull,False,False,True,Surfing,35-45,60%,60%,60%
Route 226,N/A,pelipper,True,True,False,Surfing,40-55,60%,60%,60%
Route 226,N/A,pelipper,False,False,True,Surfing,35-55,30%,30%,30%
Route 226,N/A,spheal,False,True,False,Surfing,35-45,30%,30%,30%
Route 226,N/A,sealeo,False,True,False,Surfing,40-55,5%,5%,5%
Route 226,N/A,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Route 226,N/A,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Route 226,N/A,horsea,True,True,True,Fishing Good Rod,10-25,45%,45%,45%
Route 226,N/A,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Route 226,N/A,seadra,True,True,True,Fishing Super Rod,30-55,45%,45%,45%
Route 226,N/A,gyarados,True,True,False,Fishing Super Rod,30-40,40%,40%,40%
Route 226,N/A,gyarados,False,False,True,Fishing Super Rod,30-55,40%,40%,40%
Route 226,N/A,relicanth,True,True,False,Fishing Super Rod,40-50,15%,15%,15%
Route 226,N/A,relicanth,False,False,True,Fishing Super Rod,15-50,15%,15%,15%
Route 226,N/A,krabby,True,True,False,Swarm,52,40%,40%,40%
Route 226,N/A,krabby,False,False,True,Swarm,48-49,40%,40%,40%
Route 226,N/A,mankey,True,True,False,Poké Radar,22,2%,2%,2%
Route 226,N/A,mankey,False,False,True,Poké Radar,47,2%,2%,2%
Route 226,N/A,primeape,True,True,False,Poké Radar,"51, 53",20%,20%,20%
Route 226,N/A,primeape,False,False,True,Poké Radar,49-50,20%,20%,20%
Route 226,N/A,magikarp,True,True,True,Trade Finneon,The same as the traded Pokémon,One,One,One
Route 227,N/A,fearow,True,True,False,Grass,54-55,20%,20%,10%
Route 227,N/A,fearow,False,False,True,Grass,51-53,20%,20%,10%
Route 227,N/A,golbat,True,True,False,Grass,54,0%,0%,10%
Route 227,N/A,golbat,False,False,True,Grass,51,0%,0%,10%
Route 227,N/A,graveler,True,True,False,Grass,54-56,15%,15%,5%
Route 227,N/A,graveler,False,False,True,Grass,51-53,15%,15%,15%
Route 227,N/A,weezing,True,True,False,Grass,55,10%,10%,10%
Route 227,N/A,weezing,False,False,True,Grass,52,10%,10%,10%
Route 227,N/A,rhyhorn,True,True,False,Grass,22-24,5%,5%,5%
Route 227,N/A,rhyhorn,False,False,True,Grass,52,5%,5%,5%
Route 227,N/A,rhydon,True,True,False,Grass,55,20%,20%,20%
Route 227,N/A,rhydon,False,False,True,Grass,54,20%,20%,20%
Route 227,N/A,skarmory,True,True,False,Grass,56,5%,5%,5%
Route 227,N/A,skarmory,False,False,True,Grass,53,5%,5%,5%
Route 227,N/A,numel,True,True,False,Grass,22-24,5%,5%,5%
Route 227,N/A,numel,False,False,True,Grass,51,5%,5%,5%
Route 227,N/A,camerupt,True,True,False,Grass,55,20%,20%,20%
Route 227,N/A,camerupt,False,False,True,Grass,53,20%,20%,20%
Route 227,N/A,banette,True,True,False,Grass,53-54,0%,0%,10%
Route 227,N/A,poliwag,True,True,True,Surfing,20-36,30%,30%,30%
Route 227,N/A,poliwhirl,True,True,True,Surfing,37-55,70%,70%,70%
Route 227,N/A,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Route 227,N/A,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Route 227,N/A,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Route 227,N/A,barboach,True,True,True,Fishing Good Rod,10-25,45%,45%,45%
Route 227,N/A,gyarados,True,True,True,Fishing Super Rod,30-55,55%,55%,55%
Route 227,N/A,whiscash,True,True,False,Fishing Super Rod,20-50,45%,45%,45%
Route 227,N/A,whiscash,False,False,True,Fishing Super Rod,30-55,45%,45%,45%
Route 227,N/A,spinda,True,True,True,Swarm,53-55,40%,40%,40%
Route 227,N/A,gligar,True,True,False,Dual-slot Emerald,22,8%,8%,8%
Route 227,N/A,magby,True,True,False,Dual-slot LeafGreen,22,8%,8%,8%
Route 227,N/A,torkoal,True,True,False,Poké Radar,24-55,22%,22%,22%
Route 227,N/A,torkoal,False,False,True,Poké Radar,51-53,22%,22%,22%
Route 228,N/A,diglett,True,True,False,Grass,23-25,5%,5%,5%
Route 228,N/A,diglett,False,False,True,Grass,49,5%,5%,5%
Route 228,N/A,dugtrio,True,True,False,Grass,52-54,30%,30%,30%
Route 228,N/A,dugtrio,False,False,True,Grass,50-52,30%,30%,30%
Route 228,N/A,rhydon,True,True,False,Grass,52-53,20%,20%,10%
Route 228,N/A,rhydon,False,False,True,Grass,50-52,20%,20%,10%
Route 228,N/A,cacnea,True,True,False,Grass,23-25,5%,5%,5%
Route 228,N/A,cacnea,False,False,True,Grass,50,5%,5%,5%
Route 228,N/A,cacturne,True,True,False,Grass,52-53,20%,20%,40%
Route 228,N/A,cacturne,False,False,True,Grass,"50, 52",20%,20%,40%
Route 228,N/A,hippowdon,True,True,False,Grass,52-54,20%,20%,10%
Route 228,N/A,hippowdon,False,False,True,Grass,50-51,20%,20%,10%
Route 228,N/A,poliwag,True,True,False,Surfing,20-30,30%,30%,30%
Route 228,N/A,poliwag,False,False,True,Surfing,35-45,30%,30%,30%
Route 228,N/A,poliwhirl,True,True,False,Surfing,40-55,70%,70%,70%
Route 228,N/A,poliwhirl,False,False,True,Surfing,35-55,70%,70%,70%
Route 228,N/A,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Route 228,N/A,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Route 228,N/A,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Route 228,N/A,barboach,True,True,False,Fishing Good Rod,10-25,45%,45%,45%
Route 228,N/A,barboach,False,False,True,Fishing Good Rod,15-20,40%,40%,40%
Route 228,N/A,whiscash,False,False,True,Fishing Good Rod,25-35,5%,5%,5%
Route 228,N/A,gyarados,True,True,True,Fishing Super Rod,30-55,55%,55%,55%
Route 228,N/A,whiscash,True,True,False,Fishing Super Rod,20-50,45%,45%,45%
Route 228,N/A,whiscash,False,False,True,Fishing Super Rod,30-55,45%,45%,45%
Route 228,N/A,beldum,True,True,False,Swarm,53,40%,40%,40%
Route 228,N/A,beldum,False,False,True,Swarm,51-52,40%,40%,40%
Route 228,N/A,sandslash,True,True,False,Dual-slot LeafGreen,23,8%,8%,8%
Route 228,N/A,sandslash,False,False,True,Dual-slot LeafGreen,49-50,8%,8%,8%
Route 228,N/A,trapinch,True,True,False,Poké Radar,25,2%,2%,2%
Route 228,N/A,vibrava,True,True,False,Poké Radar,52-54,20%,20%,20%
Route 229,N/A,pidgey,False,False,True,Grass,47-50,5%,25%,5%
Route 229,N/A,oddish,True,True,False,Grass,20-22,5%,5%,5%
Route 229,N/A,gloom,True,True,False,Grass,51-52,20%,30%,20%
Route 229,N/A,bellsprout,True,True,False,Grass,20-22,5%,5%,5%
Route 229,N/A,weepinbell,True,True,False,Grass,51-52,20%,30%,20%
Route 229,N/A,scyther,True,False,False,Grass,52,5%,5%,5%
Route 229,N/A,pinsir,False,True,False,Grass,51-52,5%,5%,5%
Route 229,N/A,ledian,True,True,False,Grass,51-52,20%,0%,0%
Route 229,N/A,ledian,False,False,True,Grass,50,20%,0%,0%
Route 229,N/A,ariados,True,True,False,Grass,51-52,0%,0%,20%
Route 229,N/A,ariados,False,False,True,Grass,50,0%,0%,20%
Route 229,N/A,beautifly,False,False,True,Grass,48,5%,5%,5%
Route 229,N/A,dustox,False,False,True,Grass,48,5%,5%,5%
Route 229,N/A,volbeat,True,False,False,Grass,50,5%,5%,5%
Route 229,N/A,volbeat,False,True,False,Grass,50,10%,10%,10%
Route 229,N/A,volbeat,False,False,True,Grass,49,10%,10%,10%
Route 229,N/A,illumise,True,False,False,Grass,50,10%,10%,10%
Route 229,N/A,illumise,False,True,False,Grass,50,5%,5%,5%
Route 229,N/A,illumise,False,False,True,Grass,49,10%,10%,10%
Route 229,N/A,roselia,True,False,False,Grass,50,10%,10%,10%
Route 229,N/A,roselia,False,False,True,Grass,48-50,45%,45%,45%
Route 229,N/A,purugly,False,True,False,Grass,50,10%,10%,10%
Route 229,N/A,wingull,True,True,False,Surfing,40-55,70%,70%,70%
Route 229,N/A,pelipper,True,True,False,Surfing,45-55,30%,30%,30%
Route 229,N/A,surskit,False,False,True,Surfing,35-45,95%,95%,95%
Route 229,N/A,masquerain,False,False,True,Surfing,35-55,5%,5%,5%
Route 229,N/A,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Route 229,N/A,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Route 229,N/A,goldeen,False,False,True,Fishing Good Rod,10-25,45%,45%,45%
Route 229,N/A,magikarp,True,True,False,Fishing Good Rod,10-25,100%,100%,100%
Route 229,N/A,magikarp,False,False,True,Fishing Good Rod,10-25,55%,55%,55%
Route 229,N/A,seaking,False,False,True,Fishing Super Rod,30-55,45%,45%,45%
Route 229,N/A,gyarados,True,True,False,Fishing Super Rod,20-55,100%,100%,100%
Route 229,N/A,gyarados,False,False,True,Fishing Super Rod,30-55,55%,55%,55%
Route 229,N/A,pidgey,True,True,False,Swarm,51,40%,40%,40%
Route 229,N/A,pinsir,False,False,True,Swarm,48-49,40%,40%,40%
Route 229,N/A,venonat,True,True,False,Poké Radar,22,2%,2%,2%
Route 229,N/A,venonat,False,False,True,Poké Radar,48,2%,2%,2%
Route 229,N/A,venomoth,True,True,True,Poké Radar,47-50,20%,20%,20%
Route 229,N/A,pineco,True,True,False,Dual-slot Emerald,20,8%,8%,8%
Route 229,N/A,pineco,False,False,True,Dual-slot Emerald,48,8%,8%,8%
Route 229,N/A,nuzleaf,True,True,False,Dual-slot Ruby,20,8%,8%,8%
Route 229,N/A,nuzleaf,False,False,True,Dual-slot Ruby,48,8%,8%,8%
Route 229,N/A,lombre,True,True,False,Dual-slot Sapphire,20,8%,8%,8%
Route 229,N/A,lombre,False,False,True,Dual-slot Sapphire,48,8%,8%,8%
Route 230,N/A,oddish,True,True,False,Grass,"18, 23",11%,11%,11%
Route 230,N/A,oddish,False,False,True,Grass,47,0%,0%,20%
Route 230,N/A,gloom,True,True,False,Grass,50,20%,20%,20%
Route 230,N/A,gloom,False,False,True,Grass,49,5%,5%,5%
Route 230,N/A,golduck,True,True,False,Grass,52,10%,10%,10%
Route 230,N/A,bellsprout,True,True,False,Grass,"18, 23",11%,11%,11%
Route 230,N/A,bellsprout,False,False,True,Grass,47,20%,20%,0%
Route 230,N/A,weepinbell,True,True,False,Grass,50,20%,20%,20%
Route 230,N/A,weepinbell,False,False,True,Grass,49,5%,5%,5%
Route 230,N/A,beautifly,True,False,False,Grass,51,10%,10%,10%
Route 230,N/A,dustox,False,True,False,Grass,51,10%,10%,10%
Route 230,N/A,wingull,False,False,True,Grass,48,5%,5%,5%
Route 230,N/A,pelipper,False,False,True,Grass,48-50,30%,30%,30%
Route 230,N/A,roselia,False,False,True,Grass,49,10%,10%,10%
Route 230,N/A,floatzel,True,True,False,Grass,50-52,13%,13%,13%
Route 230,N/A,floatzel,False,False,True,Grass,48-50,25%,25%,25%
Route 230,N/A,gastrodon_east sea,True,True,False,Grass,51,5%,5%,5%
Route 230,N/A,tentacruel,True,True,False,Surfing,40-55,5%,5%,5%
Route 230,N/A,tentacruel,False,False,True,Surfing,35-55,10%,10%,10%
Route 230,N/A,seel,True,False,False,Surfing,35-45,30%,30%,30%
Route 230,N/A,dewgong,True,False,False,Surfing,40-55,5%,5%,5%
Route 230,N/A,pelipper,True,True,False,Surfing,40-55,60%,60%,60%
Route 230,N/A,pelipper,False,False,True,Surfing,35-55,30%,30%,30%
Route 230,N/A,spheal,False,True,False,Surfing,35-45,30%,30%,30%
Route 230,N/A,sealeo,False,True,False,Surfing,40-55,5%,5%,5%
Route 230,N/A,sealeo,False,False,True,Surfing,35-55,60%,60%,60%
Route 230,N/A,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Route 230,N/A,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Route 230,N/A,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Route 230,N/A,remoraid,True,True,True,Fishing Good Rod,10-25,45%,45%,45%
Route 230,N/A,gyarados,True,True,False,Fishing Super Rod,30-40,40%,40%,40%
Route 230,N/A,gyarados,False,False,True,Fishing Super Rod,30-55,40%,40%,40%
Route 230,N/A,octillery,True,True,False,Fishing Super Rod,40-55,15%,15%,15%
Route 230,N/A,octillery,False,False,True,Fishing Super Rod,20-50,15%,15%,15%
Route 230,N/A,wailmer,True,True,True,Fishing Super Rod,30-40,40%,40%,40%
Route 230,N/A,wailord,True,True,False,Fishing Super Rod,35-55,5%,5%,5%
Route 230,N/A,wailord,False,False,True,Fishing Super Rod,40-55,5%,5%,5%
Route 230,N/A,corsola,True,True,False,Swarm,50,40%,40%,40%
Route 230,N/A,corsola,False,False,True,Swarm,48,40%,40%,40%
Route 230,N/A,togepi,True,True,False,Poké Radar,18-23,22%,22%,22%
Route 230,N/A,togepi,False,False,True,Poké Radar,48-50,22%,22%,22%
Oreburgh Mine,N/A,zubat,True,True,False,Cave,7,20%,20%,20%
Oreburgh Mine,N/A,zubat,False,False,True,Cave,5-7,25%,25%,25%
Oreburgh Mine,N/A,geodude,True,True,False,Cave,"5-7, 9",70%,70%,70%
Oreburgh Mine,N/A,geodude,False,False,True,Cave,4-8,65%,65%,65%
Oreburgh Mine,N/A,onix,True,True,False,Cave,8,10%,10%,10%
Oreburgh Mine,N/A,onix,False,False,True,Cave,"6, 8",10%,10%,10%
Oreburgh Mine,N/A,zubat,True,True,False,Cave,8,20%,20%,20%
